contract_id,shared_address_flag,extracted_companies,extracted_locations
IE_083a774699513b998302b83749c8fdde64cc5465d3809ab877ea2f5f6b4077ff_1,1,"['The Contracting Authority', 'Foroige']",['Ballaghdereen']
IE_405d1c4536d39a6e1ec32934bb344dba82557cfa20ad15288492a48e04906d98_1,0,['KCETB'],[]
IE_51342f526236e295d0ddbdb1886624ef74d51ba69f756eb419f395eb56896799_1,0,['Athlone Institute of Technology'],[]
IE_67d454447e31f54c4e4656569df16fd96d6263aea61901f70dfeb281e5a6eb0f_1,0,"['the Irish Creative Screen Industries', 'Screen Ireland']",[]
IE_9cf0035e75051df121fb80feb50415dcbf9d387b15bf98803332ef19bee7f93c_1,0,['HSE'],[]
IE_e265ac8e266403156857bd752ff0c5ef3c775843e5f6ebacee887587895587f9_1,0,"['The Department of CHG', 'Polycom/Tandberg', 'Department', 'CHG']",[]
IE_0612cf8762c46cbc512878e957378c4c4ade676cf2a34a943b6b3e65ce22697d_1,0,"[""Water Safety Ireland's""]",[]
IE_3c33adff3c10be4ef406f8a956d6ceac2785df622a20f0bc833d5e5ca6f1aed1_1,1,[],['Ireland']
IE_f31b655491920fd8e3b13ae81398e0f35fdc257560d9ebbc46fed2953d65e399_1,0,[],[]
IE_3bc789b8acaf55130e11294efc1247ca18da1e961f064cae23d1ff73349b6b01_1,1,"['Wexford', 'Wexford Education and Training Board', 'Waterford', 'Education and Training Board', 'the Sheet Metal Section']",['Waterford']
IE_16eb47cb7b5bfa24c852838629a02f553d5ec3062b9f05c230b784d52a80b50e_1,0,['NUI Galway’s'],[]
IE_63e38cd97ace8b57de2cb3ca605bfc1247f6e7497fadab9787704df41fbe1bdf_1,0,[],[]
IE_9310b5241a6aee9ad08fa199114dde96163befc4341c3b367cb35bbcb3853b24_1,0,['NUI Galway'],[]
IE_84cbd562742bb525d9464161a7209f0e24c15a83f2b967c6a4adddaaf082980a_1,0,[],[]
IE_4ef0e08498c7739534993e14bc4fdd1d4210583f947affec60d070cf41f2e2fb_1,0,['Council'],[]
IE_0001616c9a5dfb7cb57e1c54eb6ccdd0b3af5ca5823bbc72fe4885f781867147_1,1,"['Castlerea Town Trust', 'Castlerea Town Team']","['Castlerea Demesne', 'the River Francis and Island']"
IE_c96f9a0d021a84eaca4b75cadf8d08c6bc12b1b4a19796e543d78a8bb3ffe009_1,1,"['Met Éireann', 'National Meteorological Service of Ireland', 'OJEU']","['the East of Ireland', 'the West of the country']"
IE_521186865de58e882c6aa6aa2141f88a665f8824d0238978c0c2f92bc763306c_1,1,['the Whitechurch Stream Flood Alleviation Scheme'],"['the Owendoher River', 'the Whitechurch Steam']"
IE_08b2c51f7867ff025851eca794f99bf5e2a10897d9b626cbe46232bac08160f6_1,0,"['NIBRT', 'The National Institute of Bioprocessing Research and Training']",[]
IE_19da98c701ac4e5c315c04ddfa7d0dd8f53de5f380615e020125448e6ad96fa1_1,1,"['Celtic Routes', 'Wexford County Council']","['Ireland', 'Wales']"
IE_73ece8939e7ce33a560da9e1b635d4e3a5ec7416b0270b7bd21f9075ced5551e_1,1,"['Skerries Chamber of Commerce', 'the Town and Village Renewal Scheme (T&V)']","['Skerries Town', 'Dublin', 'North County', 'Ireland']"
IE_263b3f2bffba4312edaca82e3bef31c43bdef4ba7d5ef3aba54788c83186236d_1,0,['Galway City Council’s'],[]
IE_aee45d4326bd0a09c3722f85a10a2f48edbe359721dd355d0e6c57c6e7632469_1,1,['Leitrim County Council'],"['Kinlough', 'Manorhamilton', 'Dromahaire']"
IE_56e937da4c68868f74d8c70f41028fb12158f392d69c84af8334d84c0f24c780_1,0,[],[]
IE_b4a712b9e8503e824fd6da56401a315d0b391113eb6153c0cdedad4ca7345e2b_1,0,[],['Geodesic Dome']
EU_80c7cf984e73ea3a6043fc7ec1033e53b4c00e8cf31f1c11ee338a9b6beb8d7e_1,0,"['Dublin City Council', 'DCC']",[]
IE_651cdcad621cebf44c6b9be8675ab46a19b8dc1968b971d80dd8b1ba2d0ad2b0_1,1,"['RfT', 'the Department of Culture, Heritage and the Gaeltacht', 'DCHG', 'BirdWatch Ireland', 'National Parks and Wildlife Service', 'MarPAMM', 'NPWS']",['Ireland']
IE_224d15746d169ad0f29241507293a44c9a4cdb4254efcbae918b01b6932421fc_1,1,[],['Mountcharles']
IE_13cfea2f1d25371fdcf45e42c644c5abcd5ae120cf84a587edd7b03834158651_1,1,"['Dublin Fire Brigade', 'Housing and Community & Emergency Services Department', 'DFB', 'the Entry Control Board', 'Dublin City Council’s']","['Dublin', 'Dublin City and County']"
IE_056c1e88ae3c939cd99b4222fa505d684d303c5162e26ce87ceec0acb6801aa0_1,1,[],"['Co. Cork', 'Castletownroche']"
IE_a682aefa5ab3e062f850ed1b784450eb7e2538284c21be4f40c5b36f87cb986e_1,1,[],"['Letterkenny', 'Killylastin,', 'Donegal County Council', 'Co. Donegal']"
IE_8397661cc9379b8db475535054224f1c365beb1e2d68362aae3229bbf287b960_1,0,[],[]
IE_b78f51bd780ff71452059efe63fb1edaa46e6970ce5a3843e702ab2b769a74d0_1,1,"['Education and Training Board', 'the “Contracting Authority”', 'The Education Procurement Service', 'EPS', 'CDETB', 'the Contracting Authority']",['Dublin']
IE_910501d91dea7bbb26d021aa1821e9601579cea9ff9d0837779bcbce74db1af9_1,0,[],[]
IE_8ea340ffa3dbdae8f398341fd10874189d89629377e76dc46a3d485058713abe_1,1,['Boher National School'],"['Muchgrange', 'Co. Louth', 'Greenore']"
IE_315d31d61b88314f6af4e17ec4d25f601209ed975f8cc98ffbcdce423490f106_1,0,"['Louth County Council’s', 'Building Services Engineering Consultancy Design Services', 'Clúid Housing', 'Louth County Council', 'Ancillary Certifier Service']",[]
IE_2c97458bb14a6dec8c4e3c22c050b85319bb35ffbc513196663f24f8a91fb8b8_1,1,"['The Contracting Authority', 'HRI Racecourse Division', 'Tote Ireland Ltd', 'Irish Thoroughbred Marketing Ltd', 'ITM', 'Horse Racing Ireland', 'HRI']",['Ireland']
IE_3361729d9231ff0f3693d22c3bb1c568fa69cde86b8e7683fa4739219cbbb776_1,1,[],['Donegal County Council']
IE_d68c00c30a9f4ff7ae6f591ba9469e479723deec7f3b9eab7bb4ae9e7850a9c6_1,1,['Irish Prison Service College'],"['Portlaoise', 'Co Laois']"
IE_830f4465b4f5f30534448976cbf39407631d6674a1e82aab02a0aab2694a9187_1,0,"['The Marine Institute', 'the Irish Marine Data Buoy Observation Network']",[]
IE_5b8d0205ef4954498bdd0f894ef2314d17c957214ab04b23958cd5e85ad2690a_1,0,[],[]
IE_5b445561f806ce607b84f80469611289913a16f207c1710b5b53856496dee7c0_1,0,[],[]
IE_d55986be2d5fb188702e7a3f16517a962a7c81e008afc63f304440d042026d61_1,0,['Bus Eireann'],[]
IE_02b59d47c357ec2bbb78ca33bb4aa1f0a57dede0cc26044a19a627004470f73b_1,0,"['Retail', 'ARI']",[]
IE_19eda58a8062a1eab909fc5ca77eb8671fd9d2233361f7a7d8680fcdbb99fc38_1,0,[],[]
IE_e34798e185517f965ddb15dc670a7e11bc81e3c54695b0895187044ef2a26da4_1,1,"['LGOPC', 'The Local Government Operational Procurement Centre']",['Kerry County Council']
IE_0e3e2e164eb7041955f3e81dd8ca31660305136e67842ea8b6d7c410789a829b_1,0,[],[]
IE_f4810c365b1510804eb351b7dcb4b46c6ce1f8e404c2957a8499911074cb577a_1,0,['an Ecommerce Training Program'],['the Donegal Gaeltacht']
IE_57448339160ae6184bfb12e17c79ed0d78650b182ec666cbbae5b963be99d4b7_1,1,"['IGB Stadia', 'Authority']",['Dublin']
IE_4bc8808388e4a9e2cfa1ff8f80c986fab5c754f6a6588ca7ffe3ae97f4fe891c_1,1,[],['South Dublin County Council']
IE_2618d672e1a477e13284d3636375d5a7936911013267753422b22e12562df3fb_1,0,['Greystones Community National school'],[]
IE_d92296fa8146a47d35efbaf9c2d8013d7bcec09b994c66d39a19b9ebe69bf56c_1,1,['The Arts Council'],['Tuam']
IE_1ccd718abc56f11ced63742b1193df133989e0a5154cca32cb14822ba9cdfd8e_1,0,"['South Dublin County Council', 'eTenders']",[]
IE_832fcfe827287e468d95c077079b82539d4aee553151648861636ef8d365c105_1,0,[],[]
IE_5942e892f7f04d2df1a89da24637a694e2993b2a807dfba7ddfc7bc4ac841f22_1,1,[],"['Co. Cavan', 'Belturbet', 'Milltown']"
IE_0807751c55ee7f08a3d4d15681edde201a65b3e99fc9d24d5d1aa6a6665b7f2a_1,1,"['SEAI', 'Sustainable Energy Authority of Ireland']",['Dublin']
IE_5bfbfaafcdf4df6af036d0ecca8d87a83852a5d06674d780a73fd2f45b7dde27_1,0,"['RTÉ', 'RTE']",[]
IE_9cf6818e141a90f86cb0d98d388b959e36dd7616d5662550bdeb8826c946fe76_1,0,"['the LYIT School of Tourism Killybegs', 'LYIT', 'Letterkenny Institute of Technology', 'LYIT SOT']",[]
IE_edb4ed8b6d89bdd088420aace208bcac5a1f1d4b56dbd63350fd3b035fe45a1c_1,0,['Professional Bodies'],['Dún-Laoghaire Rathdown']
IE_c09d3ae080be8c8d4393c99efcb03e97c714992e006bf29fffde46a1a89a9814_1,0,['Carlow County Council'],[]
IE_74d40f262e9323eea966060d0ea3dd90ee4a4ca5dbc7c242fe20a0d0fdfdeed5_1,0,"['Mechanical and Electrical Consultant Services for Small Works', 'NUI Galway']",[]
IE_8dffc0efeb27532312811d74587a5345bb22ac354919bdd5532ae7d960028c4e_1,0,[],[]
IE_4376bc199f6ead078d47027e24c7b7fa8d5a7326bd4fe08d4ebc8ac0366f53be_1,1,[],['CORK COUNTY']
IE_7451727ea1c7759699844b85dda6c941a49dd1453ae02142f97f3c6b76bd3819_1,0,"['Organisation', 'Waterways Ireland']",[]
IE_c5c0905048dd7d5fd478eb9d6ee1c8541c5e2450e2b4fcef0da344162b2609fc_1,1,['Dublin City Council'],"['Dublin', 'Bushy Park']"
IE_a92978e0f2629fb458a6efdf048edebb6cdf51ffc9d181c2005d5e66569a7722_1,0,[],[]
IE_e1556eb996c595d1f956012d55ba3ef027c861919dcb95f4962a87a6f41d79e6_1,0,[],[]
IE_3e9bc67aa8ef7b9d12c93c391ac1d3d6439f9ce23f21321643876cc57c9afc37_1,0,['Pure Electrical Ltd'],[]
IE_bfc388b7331b2f1b0346283612767a293a97bbcbfd119a585b1c1d815495c1c3_1,0,[],[]
IE_54cd09b972d3c3bab9697483a9c7254a84b8bf3f3b681ae253b1ae74cfe1a4ec_1,1,[],"['Galway', 'Galway City']"
IE_a54da24972d2e16273ad0e71f480d768e547f2739ec339b59ee66c3a9e6bd0ae_1,1,['Bohola National School'],"['Toocananagh', 'Bohola', 'Co. Mayo']"
IE_f1168fabb24cda6e5b1e053760e18be54e7d0289bd75759ff05009e0091d2f24_1,1,[],"['Cork', 'Kinsale', 'Co.']"
IE_d722ef6a3e5527eefe256fce0f5cbc6510e7a5f95cd661cc7ef22759f488aa22_1,0,"['TII', 'MetroLink Property Owners Protection Scheme']",[]
IE_e23284447e496290af7b9af12bffd99c5744da2d0a9766d2168d1f489a912f68_1,0,"['EPA', 'The EPA Catchments Unit']",[]
IE_412e7ba19df927bee2ff39b0defad9ad6f45a4db8f4604c16934f5902e28f8d7_1,1,[],"['Croom', 'County Limerick']"
IE_05e8b99099c72398868e8c920833a01661d3551cc96948929f466e5f3c933710_1,1,['the Port of Waterford Company'],"['Waterford City', 'Belview', 'Quays', 'Waterford']"
IE_4c426b504ace402967e9bd876a63b3e950282b6c04a39e684e1b216dfc87ff25_1,0,[],[]
EU_9fb0d29fb7397921d9d8cd2cc067d15581ff5dca7c99f024adbdcf222c42e446_1,0,"['The Contracting Authority', 'Services']",[]
EU_f26c6b4baf7134b3fee8db18ae690580c7d835ea14b86555ada0a7f900aeb223_1,0,['Microsoft'],[]
IE_6f6fd55aedb88a008663d07b393eb871b8a5c019c6100f22dae9b55542466308_1,0,"['State Savings', 'The National Treasury Management Agency', 'NTMA']",[]
IE_91011ca056fba4418f97101d62af7941857900a0167fd801c7370a06e3c7d703_1,0,[],[]
IE_7bdc2960a547726d5126f791a484320ebb12ea48a8f0774553ce812953cb9bbf_1,0,[],[]
EU_355a9bdb6233c271535702e2897718b8542e6e321b321d0887070bb9de9cc8dc_1,0,"['SOLAS', 'Solas', 'eCollege']",[]
IE_c6b055a2e6d3c1e156f36b7dc42a2953e19a02fdaa1d0eeb1572b79525b8d4a7_1,0,"['Monaghan County Council', 'the National Road Network']",[]
EU_c4fd208565d99556145da673616a4d045ffea6de01ee1dd9d3df347e2fbbecd2_1,1,"['an Expert Group', 'the Expert Group', 'The Department of Children and Youth Affairs', 'the Department of Children and Youth Affairs', 'Irish Government']",['Ireland']
EU_7c5cd44d39139edcc83570400690d31549a6e18b9e574aa4686c1c54f83c3230_1,0,[],[]
EU_08706b963489cd174b3089bb045f11c2b6a125b2a089b475186caaf570f7558d_1,0,[],[]
IE_6488c6453764aab331dd27cfad181d2e3558c9b1588e0ac63c6da2c6f33c6d59_1,0,[],[]
EU_5de0e978b1926b77fdd8003d9f4864c827383fd8b5b016b45e8eb3f00d77cbfd_1,0,[],[]
IE_a65341ae18cbcb344c67a5a67c5c1bfd182da10f17ee59e106a5501d1a43bc09_1,1,"['Authority', 'The Property Services Regulatory Authority', 'PSRA', 'The PSRA']",['Ireland']
IE_ff1f33602b4322bf3a74063b692051498a964745f25913877ce2b604a92cbc47_1,1,"['Cork Public Museum', 'NMI', 'Cork City Council', 'The National Museum of Ireland']","['Co. Dublin', 'Swords']"
IE_c7adfab947f4826b0bf8eab58e6431a0dbd8d6b030eddeb4bb32aacbf3eeeb6c_1,0,"['The Department of Music', 'Maynooth University']",[]
IE_8bfc603c192b1fb377bd9c599b59339b8e1677484429ebbfbea8bcfb769eb5b7_1,0,"['KARE', 'the KARE Facilities']",[]
IE_523ac516f263f89c91ac00d518e6b403efadc02da2db1f43452e2e5d365e13d4_1,0,[],[]
IE_15643c0804c0fee661897a07e8fdc41a9d6c20dd259c05d1d2c5191b006c907a_1,1,['Glenart College'],"['Co. Wicklow', 'Arklow']"
IE_c0fa2c2f5ad458b790b5d7092fb7e0c625d495173eab735a85bb60a3a4b22137_1,0,[],[]
IE_85327d04c6ef25889fd461b374d604a15f9dc995dd7a9f6e1f62abb7a5c01364_1,0,[],[]
IE_c44966d1369a06677ed8e27de698c9282e5ee0e6a07f5d5e478555b0423c0cc5_1,0,[],[]
IE_351ab525c5388319f4b0ad480202e1c34eea2d22f6a94941a1a9e26556183a7c_1,1,"['Tourism Ireland', 'a Supplier for Facilities Management Services', 'EU']","['Redmond’s Hill', 'Dublin']"
IE_9f38da7bc058e1263beb0dc56ad0158abf0677a085c730ca19a67429ae0e84bb_1,1,['University College Dublin'],['the Island of Ireland']
IE_a39b6ef0340f6abe99e41b2644921ad5ade9294d695041a3b85e587da0e4b6e7_1,0,['Letterkenny Institute of Technology'],[]
IE_cfb11b48698854a0922cf4c10d5caf80563ad683148ebb87081580f4f3b67662_1,0,['RTÉ'],[]
IE_3a2ed6f0250d93a4bc87cde19a13cf5a47f0791977d9c487374d9081549d4be2_1,1,[],['US']
IE_2b0eb9bb5648c9e535cdbcca185c65295ab72e6b102d0861b3e58877cf0cf995_1,0,['Dundalk Institute of Technology'],[]
IE_0134850e0102c34d3c956746f633257e99b74da6018db7bcc3f287b9b0694d54_1,0,[],[]
IE_4c569f2a4375e5aae35ede1c1ebee93c19d20c57eb736fdba4e41b52454f0729_1,0,['XLVets Skillnet'],[]
IE_a6dff21b7afd01c2eed2d950894496a98e378e3c7ad1b747832f32f3db7eee53_1,1,"['The Contracting Authority', 'St. Joseph’s Hospital', 'the Contracting Authority’s', 'Raheny Community Nursing Unit']",['Raheny']
IE_4682d97da113cd446c690e1f98f1e631bd0790ca759a4eb257ffaa86d4af2618_1,1,"['Donegal County Council', 'The Road Management Office']",['Ireland']
IE_89de9136876244ee9269a8849e01baa46d85f8238aedfdb9427fd3b30011af35_1,1,"['HRB', 'The Health Research Board', 'PQQ']",['Ireland']
IE_336dd95b41d8e2990aef8723739823e81c735f75c5df3cb4fa4ac20f12f140c7_1,0,"['Professional and Technical Section', 'the Board of Management', 'The Department of Education and Skills', 'Scoil Mhuire NS']",[]
IE_36f962c15da18abe3c08cea1b19b87d3bcf1291f09c2aad8b31e5e90421c2582_1,0,[],[]
IE_6c851bdfb81cc443beb16ba90ddf8bb0864cbda15243b6724f662658bbcef222_1,0,['An Garda Síochána'],[]
IE_875bdd65560cff1ad2e6ae2317df398590fc377db77bd56bac26daf07c9d173e_1,0,['ICWWS'],['the Community of Shannon Town & Environs']
IE_c019ea46aa01bc0b2e1d33bedae6561ff681106856fa35ab63f263f991ad7502_1,1,"['Cliffs of Moher', 'the Cliffs of Moher Centre', 'Clare County Council/Cliffs of Moher Centre Ltd']","['Liscannor', 'Doolin', 'Ennistymon', 'Lahinch', 'Lisdoonvarna']"
IE_9681aac1fed68413872c9732cb0b3adc6f968bef7f29646ab111629ddbd4ad05_1,0,[],[]
IE_130538b9bdb77ef45ff03f7f3be4e804979bfdffcce00a428c25ce43039a87f3_1,0,"['Limerick & Clare Education and Training Board', 'LCETB']",[]
IE_0810ebbee53404fe590a24bb64ba8c58ca16cc2f10f30e6c9f9dd86350dfdf05_1,1,"['Children’s Hospice', 'LauraLynn']",['Ireland']
IE_a7abd5272e7cfa015407b659367ef3246ca0a6ba8f3593f17c71a42f4faa35de_1,0,[],[]
IE_787ecda65d19874abce0d547487aa8a10c65fe6208eaa13e5615906de6bfe2ce_1,1,"['The Contracting Authority', 'Irish Thoroughbred Marketing Ltd.', 'Tote Ireland Ltd', 'the Irish Horseracing Regulatory Board', 'the Contracting authority', 'ITM', 'HRI Racecourses Ltd', 'Horse Racing Ireland', 'HRI', 'IHRB']","['Newbridge', 'Co Kildare', 'Ireland', 'Ballymany']"
EU_6a37d944f990a78b677e1b251062471a41a1ca4f727a0293aba91968de09ca0d_1,0,['UCC'],[]
IE_2d3efb7ef6cd976855d63b9917417fa2b196a4963b11b1a99b70bb186901bde2_1,0,['The Office of Public Works'],[]
IE_31fb43e64372a2489f0c08299df6b4d4ba724405c5c9895feae819e036f94bfa_1,0,"['The Port of Cork Company', 'the Ringaskiddy Project', 'POCC']",[]
EU_c2d025c29ad0dabd2fa848d6e771b40a684361c97e0b775a4037c2f217f039d7_1,0,"['Forensic Science Ireland', 'the Department of Justice and Equality']",[]
IE_29e0a3f1348df865559441cc1aeaf886db95c21f470a4e7bf371209f25d973e0_1,1,[],"['County Cork', 'Ireland']"
IE_acc69a6e0ee4fb268b4b83ac76485a65e9bdbbf3301534c0ea1f5bb64c5dc219_1,1,['IDA Business & Technology Park'],"['Co. Dublin', 'Swords']"
IE_63438cc3dd0f3dc62abcaa667394acab08e4be41e55cc840363dd3214df1f8c1_1,1,[],['Ireland']
IE_ae4b4658063499e8db237ddbe2ddf2f413182719d376b40e30919afa8ec6b729_1,0,[],[]
EU_4570db8f51edab7a4bedf162f5d1eed736250f67bc98106105bc2303cbeb0a60_1,0,"['HSE', 'The Health Service Executive', 'the Irish Health Service']",[]
IE_d1a6cf7d182e4b1b827f8be598874a16ad8bab3770a5bd7a59782c07dde692b1_1,0,['Louth Meath Education and Training Board'],[]
IE_1cb5816dc643d1196782c23fcd3ebdde1ad6050fed50d703810cdb3fbfc05f53_1,0,"['Macra Agricultural Skillnet', 'Macra Skillnet']",[]
IE_9836b34efd7a1609a61183fdc3948c411c9c1eba5471e69ef1f87665411bda7a_1,1,['HSE West'],"['Galway', 'Ballinasloe', 'Galway Mayo Roscommon']"
IE_d9aecdcf63a636067a4fbcfaa7b0d9c006c4d48713177394a61346768ec1c1ea_1,1,"['Bord na Mona Horticulture Ltd', 'White Moss Horticulture Ltd']","['Formby', 'LiverpooL', 'Kirkby']"
EU_fba5b7843a8a280d382f5da21144d60ac4d1e9e51a906f11d3bbdc95f92d2475_1,1,"['the Oireachtas Broadcast Unit', 'OBU']",['Dublin']
IE_5d274be824968f2305c7446d161261913698f9353d0b52dfebaa1e550eaf2a69_1,1,['Smithwicks Brewery'],['Kilkenny County Council']
IE_0bd21e832c6db2bea425bac8f6268276e9743bd7d7df99d761cee276bfa4b8f1_1,1,['PIPE Ltd.'],"['Carlow', 'Pembroke']"
IE_335f2be7c50bb11c58f2ed49e4cdd808ca656a7263e83acb4449206b6898f0f9_1,1,"['Engineering Consultancy Services', 'TII Project Office']","['Sligo County Council', 'Sligo County Council’s']"
IE_6ab8db007c3bc64ef350847b17d2691c86b3bb75c29dcd04868aaafce53ebf4f_1,0,"['NUI Galway', 'University']",[]
IE_d4c94548bc5793b84d34840ce45bf776bf492b97d1c7c2daa0f01ea37be5a880_1,0,"['An Post', 'EEA', 'Post']",[]
IE_4ee8d39b136cd555b43d711ea82e7944173951e9204bafe025896c8695e3b2d7_1,1,"['M&E UPGRADE', 'St. BRENDAN’S NATIONAL SCHOOL', 'SUNSET DRIVE']","['CARTRON', 'SLIGO']"
IE_fe7c515ef80ca63bc84a9d9634d8613da97810a9b9036f6326520769bb3ef721_1,0,"['Healthcare and Wellbeing Equipment', 'LMETB']",[]
IE_29d09ccc924563d851f520bac8adfc556b9262bce1668b5973a1e18f2dfa5d8b_1,0,[],[]
IE_72053ddbeaf152eed5440fc9210af7166f7a7e44b70b7a4232714b37563fded4_1,0,[],[]
IE_96f44facfbfe1c87cd024433633155dd1adc569f4b01cea200236b98c1f40d27_1,1,"['Lohercannon, Tralee']","['Kerry County Council', 'Co. Kerry']"
IE_1a95b341c771831342578d5a9698d3e9746c1dfe0d77d2a8f5d7c1ea04de30cf_1,0,['Dublin City University'],[]
IE_e585aa9074990abbb3d9d30772151f4a6550291aeed0e2c31760b3f6c7012e22_1,0,['NDCSupplies'],[]
IE_03682bd98a01dd9b3180768f6f53448c165ccea117648f1fb5db68c05616bcfc_1,0,['HSE'],[]
IE_1968487001d4b9fd88832c916a624341a78c0412deeffec3067decf3b47bc355_1,1,"['the Welding Department', 'Education and Training Board']","['Clare', 'Limerick', 'Co. Clare', 'Shannon']"
IE_386145a179fc2e59a0143fba4d26502485cb58a96d8ef46257a8267a60a58192_1,0,"['DRHE', 'Genio', 'Local Authorities', 'the Department of Housing, Planning and Local Government', 'the Department of Health', 'the Dublin Regional Homelessness Executive', 'The Service Reform Fund', 'the Health Service Executive', 'Dublin City Council/']",[]
IE_56ab14b9c01ebe4a8d719a80628b71181ba4669e48e8a8856422cbbd1efcbb64_1,1,[],['the Republic of Ireland']
IE_299887b97cfdf7caabc2a69396748196399ab23c34ecc8e31b7d53d25ceed725_1,0,[],[]
IE_4a7fae662c645d57bbf1875f95b70f18c5dbff41ef207a4e27702b126d55f95b_1,0,[],[]
IE_0023cffa937851b1b1578b86072014a32628b2fc7487deebf2088a8800e21f90_1,0,[],[]
IE_edcf2e1850e40937c585145462059a7ebd18613a0cf5a6c3252fae9339108aa8_1,0,"['Dun Laoghaire Rathdown Co. Council', 'A Geophysical Survey']",[]
IE_fad85671c9d8d5d07eaabb5627d884fc5a577840a98785694f73ee4644981f6a_1,1,"['BSO PaLS', 'Independent Sector Providers', 'the Department of Health', 'HSC', 'HSCB', 'The Health and Social Care Board', 'DoH']","['Mid', 'Northern Ireland', '-Ulster']"
IE_9b267eec776f4175fb99af1ef551958f7fad5e44eac955decdad3b1f87610267_1,0,[],[]
IE_31968fd1cb353e34a2c323fcb14568f249a2f324ee3fb6babe20a63d743fb218_1,1,['Galway Co. Co.'],['Ballinasloe Town']
IE_53637073272f2f20db4753777581e9a5599820f2f906031ed4bbcb1475017ef2_1,1,"['Clontarf HospitalThe', 'Clontarf Hospital']",['ireland']
IE_81594db16282e648a835b2e429419207b6c5e0424e27a78a1f6ea0422438c995_1,0,"['IDP', 'Safefood', 'Inishowen Development Partnership', 'IFAN']",[]
IE_4b3c7802fad69129a1101fca3de978f5fa365dce790ff6c29d75087ab9ff7d36_1,0,[],[]
IE_b5e992fa3cb1664335c36db077a93448e1c1af6768bf825fa87f396d4eada3d7_1,0,['The Ulster-Scots Agency'],[]
IE_40f301af3dbb38330c0c1be2954297748903c3c42edf8aaef2dd317a01d40189_1,1,"['HRI', 'Horse Racing Ireland’s']","['Cork', 'Leopardstown', 'The Curragh', 'Ballymany', 'Navan', 'Co. Kildare', 'Dublin', 'Fairyhouse', 'Tipperary']"
IE_f4f0985bda37c2cb5bababacc93201c55bb851acb7e380c1ea542119e48d3a1e_1,0,[],[]
IE_d9268999ab3cc2623fd149ebb291bf866ec3d5b28896e839e2b8112c3e6d7a46_1,0,['the Property Registration Authority'],[]
EU_2aa644b5a68724d0a3130ed47df29d15279ec49c943503e4d4d5e6099255cf18_1,1,[],"['NI', 'Northern Ireland', 'ROI', 'Republic of Ireland', 'United Kingdom', 'UK']"
IE_ca937df7ef308712624b793241b1080a9c8931683baee86b607f682579466c5b_1,0,['the Contracting Authority'],[]
IE_9c79e92cff8d610bd63540f7cdb2180b8be4dfb524a8efc1e96255a61b50badd_1,0,"['Advanced Technology Manufacturing Unit', 'Shannon Commercial Enterprises']",[]
EU_1949475796546cdee419129aad49db7c2d1ade008756fb639d2be9f2e5c2d326_1,0,[],[]
EU_fc6c74ee7d35ae9842c03c76e61dc9ada048da74b6544d570cf65dfc032eff12_1,1,"['Cork Education and Training Board', 'Colleges/Schools and Centres']",['Cork City']
IE_ff20069448d839fdc3f9125acdfda1bfac007fbd1d3c61459f518ce856268de9_1,1,"['Carlow County Council’s', 'The Profit Academy –']",['County Carlow']
IE_65676d8ae82433569baf26c761f5a0b9839f87c034f686548dc19441fba0066c_1,1,[],['South Dublin County Council']
EU_809750b7de6c341d1a0b90e9932941c7f42f9f64fde83404cc26b8d815ca8c4b_1,1,"['TCD', 'Trinity College Dublin', 'the University of Dublin']",['Dublin']
EU_fce04e0ba99a6dac66111318cc0b53c8bb1e40db6bcc426ff61b38c9aad21c8e_1,0,['SVUH'],[]
EU_93f0044dc9c81b24448068e556658faebce879fe6d5ca5b5fd3bfe3cd04f4908_1,0,[],[]
EU_2c881b2075fd4add0916f0bd9c7dd9089828f1e5650241ff2e6e239fea0885df_1,0,[],[]
IE_fd9ff37b6efc62a0cf81464188e6c89691b7a02378c206e379fa2bebc5915bbe_1,0,[],[]
IE_8614bd122a0fb7aefe69a753224528c39edd19e5356931d5e363ce298bddb53a_1,0,"['University of Limericks', 'Bernal Institute']",[]
EU_b68116e1410109661dc1179149c149345ceae6ab53bdf4fdc83abd652ce6f5ba_1,0,['Cadet School'],[]
IE_48fe3e78c11be6f0cf5a9aab33ca26804692ce6f410f9b5019590eb1cc580b2b_1,0,"['Irish Rail', 'this Qualification System', 'the Qualification System']",[]
IE_78b0f0f6732aa156215303e96b05be07a77d14235e4fa6075253aecd1c11e3c1_1,0,[],[]
EU_46223d5d5a81abd5582bde00f671cc6135abe945b7fca822920b6cc9fa50dc5d_1,1,[],['Ireland']
EU_e50749dafabe383bfae742636c48944474f5a5c2d674734c952ce0b63506f5b6_1,0,"['CA', 'Wexford County Council']",[]
IE_4f714ea36c8d7a42af25183108ecf4201ab9e9e91fc8c7e8d2877ba25eb84078_1,0,['Department'],[]
IE_f72c29f98fa090e2bf417858258eafb932c2a4baa8c60b59ad2d658b892d4236_1,1,[],"['Ireland', 'Republic of Ireland']"
EU_6a7a7691e5f76a9089919a98732a599309ec9028edfabcb153bd6c00557f0ddc_1,1,['IE'],"['Limerick', 'Dublin', 'Cork', 'Westport']"
IE_ffd861c55c75fe35b8115b1c0b68f7946046ff3619ec102c7bb7b81d88021c5b_1,0,['Enterprise Ireland'],[]
IE_497954ba673a8341852c99e4326d49e774e523d10555b0990ea88ee63c0f2e97_1,1,[],['Fingal County Council']
